account_id,jurisdiction,designator,category,short_name,name,description,long_description,url,county,,,,,
1,CITY OF SEATTLE,1,Proposition,Proposition  1,Alaskan Way Seawall,"The City Council of the City of Seattle, Washington, passed Ordinance No. 123922, concerning funding for the Alaskan Way seawall and associated infrastructure. This proposition would address public safety risks and seismic hazards by authorizing the City to incur costs related to the design, construction, renovation, improvement and replacement of the Alaskan Way seawall and associated public facilities and infrastructure, including City-owned waterfront piers; issue no more than $290,000,000 of general obligation bonds maturing within 30 years; and levy annual excess property taxes to repay the bonds, all as provided in Ordinance No. 123922.","<h3>The Existing Situation</h3>
 
<p>The City of Seattle owns the Alaskan Way seawall and Piers 58 and 62/63 on the City central waterfront.  The City Council passed and the Mayor approved Ordinance 123922 (a copy of which is found elsewhere in this pamphlet).  That ordinance includes the following statements about the existing situation of these public improvements: 
<ul>
<li>&lquot;[T]he existing Alaskan Way seawall is seriously deteriorated due to aging components and materials, and tidal forces of Elliott Bay, and marine borer damage, with approximately 50 percent of the existing wall currently damaged.&rquot;</li>
<li>&lquot;[T]he seawall is not designed to withstand earthquakes and there is a one in ten chance in the next ten years of an earthquake leading to liquefaction and Seawall failure.&rquot;</li>
<li>&lquot;Pier 58 is seismically vulnerable and the structural deficiencies of Piers 62/63 have forced the City to significantly limit activities on the piers in order to protect public safety.&rquot;</li>
</ul></p>
<h3>The Effect of the Measure if Approved</h3>
 
<p>If approved by the voters, the City proposes to sell no more than $290,000,000 in bonds to pay for the costs related to the design, construction, renovation, improvement, and replacement of the Alaskan Way seawall and associated public facilities and infrastructure, including City-owned waterfront piers (collectively, the &lquot;Project&rquot;).  The principal and interest on the bonds (the debt) would be repaid by increased property taxes in excess of normal property tax limits.</p>
 
<p>The bonds must be issued within ten years of the vote and each bond must mature within thirty years of its sale.  A portion of the funds raised, equal to 1% of the estimated construction expenditures on the Project, will be spent on public works for art in accordance with Seattle Municipal Code Section 20.32.030. </p>
 
<p>The funds raised by the bonds would be used for capital costs of the Project.  Section 2 of Ordinance No. 123922 details the nature of those costs.  The City also shall seek supplemental, matching or additional funds to pay all or part of the cost of the Project.  If the Project is completed and there are remaining funds from the sale of the bonds, those funds may be used for other waterfront improvements or infrastructure construction, repair or replacement, or for the payment of debt service on bonds, all as later determined by ordinance.  Should there be insufficient funds from the bonds to complete the Project, the City may delay completion of all or any element of the Project until adequate funding is available, or eliminate any part of the Project.</p>
 
<p>Property taxes will be raised in excess of regular property tax levies, without limitation as to rate, but only in such amounts sufficient to pay the principal and interest (debt service) on the bonds.  The annual debt service for all $290 million in bonds approved by this measure is estimated to be $19 million per year over a 30-year period, assuming a 5% interest rate.  Once the full $290 million in bonds have been sold, the impact to property owners is projected to be approximately $59 annually for a median-value home worth $360,000.</p>",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45661&eid=1253,King,,,,,
1,CITY OF SHORELINE,1,Proposition,Proposition  1,Acquisition and Local Control of Seattle Water Services in Shoreline,"The Shoreline City Council passed Ordinance No. 644 concerning the City of Shoreline’s acquisition and operation of water services of Seattle Public Utilities (SPU) within Shoreline west of Interstate 5. The Ordinance would authorize Shoreline to acquire SPU water services in Shoreline without increasing projected rates. The $26.6 million acquisition in 2020 and $14.2 million in pre-acquisition improvements (without adjustment for inflation) would be financed by water rates in Shoreline’s new service area. The Ordinance would remove the current surcharge and utility tax paid by Shoreline customers to Seattle. Shoreline local control of rates, upgrades, and water supply for firefighting would replace Seattle control. Should Ordinance No. 644 be: A or R","Shoreline’s vision is to provide high quality public services, utilities, and infrastructure that protect public health and safety, accommodate anticipated growth, and enhance the quality of life.  As part of that effort, the Shoreline City Council passed Ordinance No. 644 concerning Shoreline’s acquisition and operation of Seattle Public Utilities’ (SPU) water services within Shoreline. 
 <br><br>
The Shoreline City Council found the cost to acquire, operate, and maintain the system would result in rates equal to or lower than SPU’s projected charges.  If approved, Proposition 1 would not impact property taxes. 
  <br><br>
Acquisition would occur in 2020 and cost $26.6 million with an estimated $14.2 million for pre-acquisition expenses and improvements beginning in 2018 (without adjustment for inflation) as discussed in Ordinance No. 644.  Both costs would be financed using water rates in the Shoreline service area.  The acquisition would remove the current surcharge and utility tax paid by Shoreline customers to Seattle. 
  <br><br>
Shoreline acquisition would make permitting for property improvements easier and less expensive by reducing the number of government entities involved.  Acquisition would also allow revenues to be reinvested in Shoreline instead of Seattle and enable the City to focus on system improvements to help improve Shoreline’s commercial districts and increase water flow for firefighting throughout the City of Shoreline.  Currently, decisions regarding rates, upgrades and water supply for firefighting are made by Seattle elected officials.  If approved, Proposition 1 would shift local control of these decisions from Seattle to the City of Shoreline.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45662&eid=1253,King,,,,,
1,CITY OF SNOQUALMIE,1,Proposition,Proposition  1,"Public Safety Operations, Streets and Parks Maintenance Levy","The City of Snoqualmie, Washington adopted Ordinance No. 1097 concerning public safety, and maintenance of streets, parks, and natural areas. This proposition would fund public safety, including operations affecting 911 emergency response times, police officers, firefighters, and emergency medical technicians for Basic Life Support; street maintenance and safety improvements; and preservation of parks, trails and natural areas. It increases the City’s regular property tax rate by up to $0.24/$1,000 to a maximum rate of $2.99/$1,000 of assessed valuation for collection in 2013, as allowed by RCW 84.55. 2013 levy amount will be used to calculate subsequent levy limits.","The City of Snoqualmie is asking voters to decide whether to approve Proposition 1 to fund public safety, streets, parks and natural areas. The proposition addresses the following budget priorities identified by the City Council:
<ul><li>Public safety, such as maintaining adequate numbers of police officers, firefighters, and emergency medical technicians for Basic Life Support, 911 “No Call too Small” emergency response dispatch operations, maintaining emergency vehicles and police and fire stations, disaster emergency management (including flooding) training, and managing the Snoqualmie Volunteer Fire Fighter Program.</li>
<li>Preservation of parks, trails and natural areas, such as maintaining parks, playgrounds and playfields to meet basic safety standards, mowing and weed control, street and boulevard trees, trail maintenance, and trash removal and regular cleaning of picnic areas and restroom facilities.</li>
<li>Street maintenance and safety improvements, such as sidewalk improvements and coordination of road repairs with sewer and water improvements to minimize disruption.</li>
</ul>
<br><br> 
Propositon 1 would provide funding dedicated for public safety, street maintenance and safety improvements, and preservation of parks, trails and natural areas.
The cost for the average homeowner of a $413,000 home would be about $99/year or $8/month. If approved, Proposition 1 would allow the City to increase its regular property tax rate by up to 0.24/$1,000 to a maximum rate of $2.99 per $1,000 of assessed valuation, as allowed by Chapter 84.55 RCW. The amount of the levy collected in 2013 would be used to calculate subsequent levy limits.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45663&eid=1253,King,,,,,
1,FEDERAL WAY SCHOOL DISTRICT NO. 210,1,Proposition,Proposition  1,Capital Projects Levy,"<span id=""uclMeasure_lblDescription"" style=""color:Black;font-family:Arial;font-size:Small;font-weight:normal;""><p>The Board of Directors of Federal Way School District No. 210 adopted Resolution No. 2012-19 authorizing the capital projects levies. This levy funds the replacement of Federal Way High School, upgrading or replacing elementary playgrounds, improving exterior security cameras and other capital improvements to educational facilities of the District, and authorizes the following excess levies on all taxable property within the District:</p><p>&nbsp;</p><table border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td width=""213"" valign=""top""><p>&nbsp;</p><p align=""center"">Collection</p><p align=""center""><span style=""text-decoration: underline;"">Years</span></p></td><td width=""213"" valign=""top""><p align=""center"">Approximate</p><p align=""center"">Levy Rate/$1,000</p><p align=""center""><span style=""text-decoration: underline;"">Assessed Value</span></p></td><td width=""213"" valign=""top""><p>&nbsp;</p><p align=""center"">Levy</p><p align=""center""><span style=""text-decoration: underline;"">Amount</span></p></td></tr><tr><td width=""213"" valign=""top""><p align=""center"">2013</p></td><td width=""213"" valign=""top""><p align=""center"">$0.92</p></td><td width=""213"" valign=""top""><p align=""center"">$10,000,000</p></td></tr><tr><td width=""213"" valign=""top""><p align=""center"">2014</p></td><td width=""213"" valign=""top""><p align=""center"">$0.92</p></td><td width=""213"" valign=""top""><p align=""center"">$10,000,000</p></td></tr><tr><td width=""213"" valign=""top""><p align=""center"">2015</p></td><td width=""213"" valign=""top""><p align=""center"">$0.92</p></td><td width=""213"" valign=""top""><p align=""center"">$10,000,000</p></td></tr><tr><td width=""213"" valign=""top""><p align=""center"">2016</p></td><td width=""213"" valign=""top""><p align=""center"">$0.92</p></td><td width=""213"" valign=""top""><p align=""center"">$10,000,000</p></td></tr><tr><td width=""213"" valign=""top""><p align=""center"">2017</p></td><td width=""213"" valign=""top""><p align=""center"">$0.92</p></td><td width=""213"" valign=""top""><p align=""center"">$10,000,000</p></td></tr><tr><td width=""213"" valign=""top""><p align=""center"">2018</p></td><td width=""213"" valign=""top""><p align=""center"">$0.92</p></td><td width=""213"" valign=""top""><p align=""center"">$10,000,000</p></td></tr></tbody></table><p>&nbsp;</p><p>Should this proposition be approved?</p></span>","Passage of Proposition No. 1 will allow the levy of property taxes over a six-year period to replace Federal Way High School, upgrade or replace elementary playgrounds and improve exterior security cameras.  Originally built in 1929 as an elementary school, Federal Way High School has been expanded and renovated over the last 80 years.  While we have been excellent stewards of Federal Way High School, major systems such as roofing and plumbing are now failing and older construction styles are not readily adaptable for technology.  New building designs and materials can improve energy efficiency and improve air quality and a new building will create a safer and more secure school for our students.
<br><br>
In addition, to rebuilding Federal Way High School, passage of Proposition No. 1 will update elementary playgrounds at 19 elementary schools and implement a district-wide security camera installation to safeguard our buildings, staff and students.  Financing these projects with a capital levy means all funds will be used for building improvements and none for interest payments.  Additionally, Washington State will fund approximately 35% or $38M of the total project costs.  More details can be found at www.fwps.org
 <br><br>
Exemptions from taxes may be available to homeowners who are 61 or older, or disabled, and who meet certain income requirements.  For more information, call the King County Department of Assessments at 206.296.3920.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45664&eid=1253,King,,,,,
1,AUBURN SCHOOL DISTRICT NO. 408,1,Proposition,Proposition  1,General Obligation Bonds,"The Board of Directors of Auburn School District No. 408 approved a proposition for bonds. This proposition authorizes the District to reconstruct Auburn High School, including modernizing its Performing Arts Center and Automotive Technology building and modernizing and improving the site, to issue $110,000,000 of general obligation bonds maturing within a maximum term of 20 years, and levy excess property taxes annually to repay the bonds, as described in Resolution No. 1159. Should this proposition be: Approved or Rejected","Passage of proposition No. 1 will authorize Auburn School District to borrow $110,000,000 by issuing general obligation bonds.  In accordance with Resolution No. 1159 approving this proposition, the bonds will pay for reconstructing Auburn High School, including modernizing its Performing Arts Center and Automotive Technology building, modernizing and improving the site and undertaking facilities upgrades to address educational program needs, safety improvements and asset preservation projects.  The bonds would be repaid out of annual property tax levies over a period of 20 years.  The exact amount of such annual levies for these bonds would depend on the amount of principal paid each year and on the interest rates available at the time the bonds are sold.
",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45665&eid=1253,King,,,,,
1,KING COUNTY FIRE PROTECTION DISTRICT 20,1,Proposition,Proposition  1,Tax for Maintenance and Operations,"<span id=""uclMeasure_lblDescription"" style=""color:Black;font-family:Arial;font-size:Small;font-weight:normal;""><p>The Board of King County Fire Protection District No. 20 adopted Resolution No. 2012-007, concerning a proposition to finance maintenance and operation costs.</p><p>&nbsp;</p><p>This proposition provides for the support of fire protection and emergency medical services, facilities, maintenance, staffing and operations by authorizing the levy of the following excess taxes as specified in Resolution No. 2012-007:</p><p>&nbsp;</p><table border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td width=""213"" valign=""top""><p align=""center"">&nbsp;</p><p align=""center"">Collection</p><p align=""center""><span style=""text-decoration: underline;"">Years</span></p></td><td width=""213"" valign=""top""><p align=""center"">Approximate</p><p align=""center"">Levy Rate/$1,000</p><p align=""center""><span style=""text-decoration: underline;"">Assessed Value</span></p></td><td width=""213"" valign=""top""><p>&nbsp;</p><p align=""center"">Levy</p><p align=""center""><span style=""text-decoration: underline;"">Amount</span></p></td></tr><tr><td width=""213"" valign=""top""><p align=""center"">2013</p></td><td width=""213"" valign=""top""><p align=""center"">$ .60</p></td><td width=""213"" valign=""top""><p align=""center"">$ 650,000.00</p></td></tr><tr><td width=""213"" valign=""top""><p align=""center"">2014</p></td><td width=""213"" valign=""top""><p align=""center"">$ .60</p></td><td width=""213"" valign=""top""><p align=""center"">$ 650,000.00</p></td></tr><tr><td width=""213"" valign=""top""><p align=""center"">2015</p></td><td width=""213"" valign=""top""><p align=""center"">$ .90</p></td><td width=""213"" valign=""top""><p align=""center"">$ 850,000.00</p></td></tr><tr><td width=""213"" valign=""top""><p align=""center"">2016</p></td><td width=""213"" valign=""top""><p align=""center"">$ .90</p></td><td width=""213"" valign=""top""><p align=""center"">$ 850,000.00</p></td></tr></tbody></table><p>&nbsp;</p><p>Should this proposition be approved?</p></span>","If approved by the voters, the Fire District will be authorized to levy a maintenance and operations excess levy in the sum of $650,000.00 per year to be collected in 2013 and 2014 and $850,000.00 per year to be collected in 2015 and 2016. Such levy will be in addition to the District’s regular tax levies for a temporary four year period. Based on current assessed property valuations the District estimates that the tax levy rate necessary to generate these funds in 2013 and 2014 will be approximately $.60 per thousand dollars of assessed valuation and approximately $.90 per thousand dollars of assessed valuation in 2015 and 2016. The estimated levy rates will decrease if assessed property values increase during this period.
 <br><br>The costs of providing fire prevention, fire suppression and emergency medical services have increased because of specialized equipment, personnel training, supplies and reporting required by county, state and federal regulations. With declining assessed property values resulting in decreased revenue, the District will not be able to maintain adequate staffing and service levels provided within the limitations of the District’s regular tax levy. This maintenance and operations levy will provide the funds necessary to retain firefighters and maintain service levels.
 <br><br>If the levy is approved, the additional maximum tax per $100,000 assessed valuation is estimated not to exceed $60.00 per year for the first two years and $90.00 for the final two years or approximately an additional $5.00 - $7.50 per month for fire protection and emergency medical services.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45666&eid=1253,King,,,,,
1,KING COUNTY FIRE PROTECTION DISTRICT 45,1,Proposition,Proposition  1, Levy of General Tax for Maintenance and Operations,"The Board of King County Fire Protection District No. 45 adopted Resolution No. 368, concerning a proposition to adequately finance maintenance and operation costs. This proposition provides for the support of fire protection and emergency medical services, facilities, maintenance, staffing and operations by authorizing the District to levy excess taxes in the amount of $750,000 per year for four consecutive years beginning in 2012 to be collected in each year following at an approximate levy rate of $.53 per thousand of assessed valuation (the actual rate will be based on assessed values).","If approved by the voters, the District will be authorized to levy a maintenance and operations excess levy in the sum of $750,000 dollars per year for a period of four years. Such levy will be in addition to the District’s regular and EMS tax levies for a temporary four year period. Based on current assessed valuations the District estimates that the tax levy rate necessary to generate these funds in 2013 will be approximately $.53 per thousand dollars of assessed valuation. In subsequent years the levy rate will decrease if assessed values increase.
 <br><br>
The cost of operating a fire department that provides fire prevention, fire protection and emergency medical services has increased because of the specialized equipment, personnel training and supplies now required and by state and federal regulations. With the declining assessed values in the District, the District is not able to maintain adequate staffing and service levels provided within the limitations of the District’s regular tax levy. This maintenance and operations levy will provide the funds necessary to retain firefighters and maintain service levels.
 <br><br>
If the levy is approved, the maximum tax per $100,000 assessed valuation is estimated not to exceed $53.20 each year or approximately an additional $4.43 per month for fire protection and emergency medical services.",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45667&eid=1253,King,,,,,
1,SI VIEW METROPOLITAN PARK DISTRICT,1,Proposition,Proposition  1,One-Year Operations and Maintenance Levy,"The Board of Directors of Si View Metropolitan Park District adopted Resolution No. 2012-03 concerning a proposition for basic safety, maintenance and operations. This proposition would maintain current funding for operations, facilities and programs, including the Si View Community Center and Pool, parks, playfields, playgrounds, sports programs, trails, adult programming, summer camps, and after-school recreation programs for youth and teens, by authorizing the District to levy a one-year excess property tax levy on all taxable property within the District at an approximate rate of $0.27/$1,000 of assessed value to provide $527,719, to be collected in 2013.","The Si View Metropolitan Park District’s current property tax levy funds the basic safety, ongoing maintenance and day-to-day operations of park facilities and recreation programs, including the Si View Community Center and Pool, parks, playfields, playgrounds, sports programs, trails, adult programming, summer camps, and after-school recreation programs for youth and teens.  Proposition 1 is intended to help maintain – not increase – current levels of funding and services.  Local revenues in the District have declined significantly in recent years.  Last year voters in the District approved a one-year operations and maintenance levy for 2012 that is scheduled to expire on December 31, 2012.  Proposition 1 would authorize the District to levy a one-year excess property tax for collection in 2013 on all taxable property within the District in an approximate rate of $0.27 per $1,000 of assessed value.  If Proposition 1 is not passed by voters, local funding will be reduced by approximately 51 percent in 2013 (approximately $527,719) and major cuts will be required in the day-to-day operations, recreational programs, basic safety, and on-going maintenance of Si View Community Center and Pool, parks and facilities.  Proposition 1 is a one-year operations and maintenance levy that will help maintain the current level of District funding and services.
",http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45668&eid=1253,King,,,,,
1,PROP N HIGHLINE SOUTH ANNEX TO BURIEN,1,Proposition,Proposition  1,Proposed Annexation to the City of Burien,"This proposition seeks voter approval of the annexation into the City of Burien of an area commonly known as the North Highline Area “Y” Annexation Area. The area consists of approximately 2,045 acres and 17,392 residents. The area is generally described as lying north of the corporate boundaries of the City of Burien, south and east of the corporate boundaries of the City of Seattle, and west of SR-99 adjacent to the City of Tukwila and the City of Tukwila corporate boundaries. The area is legally described in City of Burien Resolution No. 330.
<br><br>
This proposition will be deemed approved, if a majority of the votes cast by voters in the proposed annexation area are in favor of the annexation. If the annexation is approved, the City Council will determine the effective date of the annexation. Upon the annexation’s effective date, all property within the annexation area will be taxed at the same rate and on the same basis as other property within the City of Burien. Local public services currently provided by King County will be provided by the City of Burien. Services currently provided by special purpose districts will continue to be provided by those districts.
<br><br>
Shall that area of unincorporated King County known as the North Highline Area “Y” Annexation Area as legally described in City of Burien Resolution No. 330 be annexed to the City of Burien?
",,http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45669&eid=1253,King,,,,,
1,WEST HILL ANNEXATION PETITION TO RENTON,1,Proposition,Proposition  1,Annexation to the City of Renton,"If this Proposition is approved by the voters, the area known as the “West Hill Annexation Area” could become part of the City of Renton.  The exact date that annexation would be effective would be established by the Renton City Council.  The City will provide municipal services including police protection, emergency response and fire services, street and storm drainage facility operation, construction and maintenance, traffic management, building and land use permitting, parks and recreation, and neighborhood and economic development programs.  Services currently provided that will not change because of annexation include: the Renton School District; Skyway Water and Sewer District; King County Library System;.  The local garbage collector will remain Waste Management, although rates and services may change and garbage collection will be mandatory.  Upon annexation, all property within the annexation area will be subject to City comprehensive planning and zoning as determined through an open public process prior to the annexation’s effective date.  Property within the annexation area will not be required to assume the City’s existing voting indebtedness, and upon annexation, would be assessed and taxed on the same basis and at the same rate as property within Renton. 
<br><br>
The West Hill Potential Annexation Area is approximately 1,857 acres, generally bounded on the north by Rainier Avenue; on the west generally along the Burlington Northern Railroad line (in the vicinity of I-5); on the south along Martin Luther King Junior Way and SW Sunset Highway; and the existing City of Renton to the east.
<br><br>
Shall that area of unincorporated King County known as the West Hill Annexation Area as legally described in City of Renton Resolution Nos. 4061 and 4125 be annexed to the City of Renton?
",,http://your.kingcounty.gov/elections/contests/measureinfo.aspx?cid=45670&eid=1253,King,,,,,
1,PORT DISTRICT # 1,1,Proposition,Proposition 1,Regular Property Tax Levy Lid Lift,"The Port Commission adopted Resolution 5-2012 proposing an increase in the District's regular property tax levy. If approved, this proposition would provide funding for all District operations and capital improvements authorized under Revised Code of Washington Title 53. It authorizes a maximum regular property tax levy rate in 2013 of $0.505 per $1,000 of assessed value and use of the 2013 levy amount to calculate the levy limit in subsequent years.Should this proposition be:","Proposition 1 would provide funding for all District operations and capital improvements to continue economic development of western Klickitat County and provide additional funds for the long term development and expansion of the District's industrial facilities. The ""levy lid"" (RCW 84.85) limits annual property taxes unless voters approve a proposition for a quarter increase. This proposition would authorize a maximum total regular levy rate of $0.505 per $1,000 of assessed value for collection in 2013 of which the amount in excess of $0.45 per $1,000 of assessed value ($0.055 per $1,000) would be restricted to the retirement of the District's general bonded debt as required by RCW 84.55.050. In addition, the dollar amount of the maximum allowable levy under RCW 84.55 levied for collection in 2013 would be used for the purpose of computing the limitations on subsequent levies under RCW 84.55.050.",https://wei.sos.wa.gov/county/klickitat/en/Elections/CurrentElection/Pages/OnlineVotersGuide.aspx,Klickitat,,,,,
1,LYLE SCHOOL DISTRICT # 406,1,Proposition,Proposition 1,Dissolution and Reapportionment of Director Districts,"Currently there are Five Director Districts. One person is elected from each respective Director District. This proposition, if approved, would dissolve the existing five Director Districts and create three Director Districts based on population. A Director from each district would be elected as well as two Directors being elected to serve at large.
<br><br>Shall the five board of director districts in Lyle School District No. 406 be dissolved and reapportioned into three director districts with two directors to be elected at large?",,https://wei.sos.wa.gov/county/klickitat/en/Elections/CurrentElection/Pages/OnlineVotersGuide.aspx,Klickitat,,,,,
1,WHITE SALMON MUNICIPAL,1,Proposition,Proposition 1,Temporary Levy Lid Lift,"Single Year Temporary Levy Lid Lift for Five YearsThe City of White Salmon City Council adopted Ordinance No. 2012-07-896 concerning property taxes for pool operations and maintenance. If approved this proposition would authorize the City to set its 2013 regular property tax levy rate at $1.362 per $1,000 (an increase of $0.18 per $1,000 over the current levy) to finance pool operations and maintenance. The newly established dollar limitation would remain in effect for a period of five years. Should this proposition be:","Proposition No. 1 would provide funding for maintenance and operation of the White Salmon public swimming pool. The ""levy lid"" (RCW Ch. 84.55) limits annual property taxes to 101% of the City's previous highest levy amount, plus certain adjustments (e.g., new construction), unless voters approve a proposition for a greater increase. This proposition would authorize an increase in the City's levy rate (called a ""levy lid lift"") to $1.362 per $1,000 (an increase of $0.18 per $1,000 over the current levy) to finance pool operations and maintenance. The cost of this increase for a home appraised at $350,000 is $63.00 per year. Calculated at 2012 tax values, the levy lid lift is expected to generate approximately $50,400 in property tax revenue to be used specifically for pool-related expenses. This increase will expire in five years.
Prepared by: Kenneth B. Woodrich, City Attorney for the City of White Salmon",https://wei.sos.wa.gov/county/klickitat/en/Elections/CurrentElection/Pages/OnlineVotersGuide.aspx,Klickitat,,,,,
1,Morton City,1,Proposition,Proposition 1,Annexation of the City of Morton to the Timberland Regional Library ,Shall the City of Morton be annexed to and be a part of the Timberland Regional Library? Y or N,Proposed through Resolution 12-255,https://wei.sos.wa.gov/county/lewis/en/currentelection/Pages/OnlineVoter%27sGuide.aspx,Lewis,,,,,
1,Fire Dist. #6-Chehalis,1,Proposition,Proposition 1,Renew a regular emergency medical services property tax levy,"The Board of Fire Commissioners of Lewis County Fire and Protection District No. 6 adopted Resolution No 200-000-124 concerning a proposition to renew the District's expiring EMS levy.  The Proposition would authorize the Board of Fifre Commisioners to renew the expiring EMS levy and continue to fund emergency medical services for its citizens by imposing a regular property tax levy of $.25 per $1,000.00 of assessed valuation for each of ten consecutive years to be collected beginning 2013 subject to applicable statutory limitations Should this proposition be enacted into law? Yes or No",,https://wei.sos.wa.gov/county/lewis/en/currentelection/Pages/OnlineVoter%27sGuide.aspx,Lewis,,,,,
1,CITY OF OKANOGAN,1,Proposition,Proposition 1,Sales and Use Tax Levy within the City of Okanogan,"Shall the City of Okanogan be allowed to impose an increase in sales and use tax in the amount of 0.1% as provided by the Public Safety Sales Tax law on the selling price in the case of sales tax, or the value of the article used in the case of use tax, and such revenue to be used by the City at least one-third (1/3) for criminal justice purposes or fire protection purposes, or both, as required by law to be effective as of April 1, 2013.  [ ] Yes [ ] No  ",,https://wei.sos.wa.gov/county/okanogan/en/elections/pages/onlinevotersguide.aspx,Okanogan County,,,,,
1,CITY OF OROVILLE,1,Proposition,Proposition 1,Emergency Medical Care and Ambulance Services Levy,"Shall the City of Oroville be allowed to impose an additional property tax levy in an amount of  TWENTY-FIVE Cents ($.25) per ONE THOUSAND DOLLARS ($1,000) of assessed value of property in the City, in each year, for six (6) consecutive years, for the provision of emergency medical care and ambulance services, to be levied  for the District in 2012 for collection in 2013 and subsequent years through 2018.   [  ]  Yes[  ]  No",,https://wei.sos.wa.gov/county/okanogan/en/elections/pages/onlinevotersguide.aspx,Okanogan County,,,,,
1,CITY OF TONASKET,1,Proposition,Proposition 1,Sales and Use Tax Levy within the City of Tonasket,"Shall the City of Tonasket be allowed to impose an increase in sales and use tax in the amount of 0.1% on the selling price in the case of sales tax, or the value of the article used in the case of use tax, and such revenue to be used by the City at least one-third (1/3) for criminal justice purposes or fire protection purposes, or both, to be effective as of April 1, 2013. [ ] Yes [ ] No",,https://wei.sos.wa.gov/county/okanogan/en/elections/pages/onlinevotersguide.aspx,Okanogan County,,,,,
1,OROVILLE EMS DISTRICT,1,Proposition,Proposition 1,Emergency Medical Care and Ambulance Services Levy,"Shall the Oroville Rural EMS District be allowed to impose an additional property tax levy in an amount of TWENTY-FIVE cents ($.25) per ONE THOUSAND DOLLARS ($1,000.00) of the assessed value of property in the District in each year for six (6) consecutive years, for the provision of emergency medical care, to be levied for the District in 2012 for collection in 2013 and subsequent years through 2018. [  ]  Yes[  ]  No",,https://wei.sos.wa.gov/county/okanogan/en/elections/pages/onlinevotersguide.aspx,Okanogan County,,,,,
1,OROVILLE SCHOOL 410,1,Proposition,Proposition 1,School Capital Projects Levy,"The Board of Directors of Oroville School District No. 410 adopted Resolution No. 254, concerning a proposition to support the school district’s capital projects.  This proposition would authorize the District to levy the following excess taxes, upon all taxable property within the District, for support of the District’s Capital Projects Fund, elementary school improvements:     LevyYear                             CollectionYear  Approximate Levy Rate/$1000 Assessed Value            Levy Amount  2012 2013 $.66 $400,000  2013 2014 $.66 $400,000  2014 2015 $.65 $400,000     all as provided in Resolution No. 254.  Should this proposition be approved? [ ] LEVY YES[ ] LEVY NO  ",,https://wei.sos.wa.gov/county/okanogan/en/elections/pages/onlinevotersguide.aspx,Okanogan County,,,,,
1,COULEE AREA PARK AND REC DISTRICT,1,Proposition,Proposition 1,Maintenance and Operation Levy,The Board of Commissioners of the Coulee Area Park and Recreation District adopted Resolution No. 2012-4 concerning a proposition to impose a maintenance and operation expense levy.  This proposition would allow the Coulee Area Park and Recreation District to fund maintenance and operation of its facilities for the benefit of its citizens by imposing a property tax levy in the sum of fifteen ($.15) cents per one thousand dollars of assessed valuation to be collected for six consecutive years beginning in 2014.  Should this proposition be approved?  [ ] YES    [ ] NO    ,,https://wei.sos.wa.gov/county/okanogan/en/elections/pages/onlinevotersguide.aspx,"Okanogan County,Douglas,Grant,Lincoln",,,,,
1,Fire District - 05,1,Proposition,Proposition 1,Permanent Lid Lift Levy,"The Board of Commissioners of Pend Oreille County Fire Protection District No. 5 adopted Resolution No. 06-12-2012, concerning voter approval of its regular property tax levy. This proposition would approve the District’s regular property tax levy to provide continued funding for the normal operation and maintenance of Fire Protection District No. 5. Voter approval would authorize a levy rate of $0.40, (forty cents), per $1,000.00 of assessed value for collection in 2013 and would permanently authorize the District to exceed the limits of chapter 84.55 RCW based upon this voter approval. Should this proposition be:",,https://wei.sos.wa.gov/county/pendoreille/en/currentelection/Pages/Online-Voters-Guide.aspx,Pend Oreille,,,,,
1,Sacheen Lake W/S District,1,Proposition,Proposition 1,SACHEEN LAKE SEWER AND WATER DISTRICT ONE YEAR EXCESS LEVY FOR MAINTENANCE AND OPERATION,"Shall the following taxes, in excess of regular, non voted property tax levies, for operation and maintenance purposes be levied for Sacheen Lake Water and Sewer District's General Fund upon all taxable property within the District;  A tax of approximately $ 0.85 per thousand dollars of assessed valuation (based on true and fair value) to provide $60,545.00, said levy to be made in 2012 for collection in 2013.",,https://wei.sos.wa.gov/county/pendoreille/en/currentelection/Pages/Online-Voters-Guide.aspx,Pend Oreille,,,,,
